"ciudad","anio","modalidad_de_contratacion","contratos","valor"
"San Eduardo","2021","Contratación régimen especial (con ofertas)","4","339594213"
"Briceño","2026","Selección abreviada subasta inversa","1","137333334"
"Santa María","2025","Concurso de méritos abierto","1","100192320"
"Cómbita","2025","Contratación régimen especial (con ofertas)","9","2227697464"
"Boyacá","2026","Contratación régimen especial (con ofertas)","2","312246500"
"Briceño","2025","Selección abreviada subasta inversa","1","135000000"
"Puerto Boyacá","2025","Selección Abreviada de Menor Cuantía","16","3746108693"
"Sogamoso","2023","Selección Abreviada de Menor Cuantía","42","10369913610.01"
"Socotá","2020","Contratación régimen especial (con ofertas)","5","607326544"
"Duitama","2021","Contratación Directa (con ofertas)","10","2522693626"
"Maripí","2024","Selección Abreviada de Menor Cuantía","8","1495403623.73"
"El Cocuy","2026","Licitación pública Obra Publica","2","1836602592.19"
"Villa De Leyva","2025","Licitación pública Obra Publica","1","414495230.64"
"Briceño","2024","Enajenación de bienes con sobre cerrado","1","62000000"
"Chiquinquirá","2025","Licitación pública","1","1460921143.32"
"Chiquinquirá","2022","Selección Abreviada de Menor Cuantía","21","3317632025.24"
"Tibasosa","2022","Contratación directa","23","2455010270.18"
"Miraflores","2026","Selección Abreviada de Menor Cuantía","3","648179732"
"El Cocuy","2024","Contratación régimen especial (con ofertas)","2","316171560"
"Puerto Boyacá","2022","Selección abreviada subasta inversa","24","7244034287"
"Guateque","2025","Contratación régimen especial (con ofertas)","31","15998878744.54"
"Moniquirá","2025","Contratación directa","303","10787478990.95"
"Saboyá","2022","Contratación régimen especial (con ofertas)","2","554772624.78"
"Ramiriquí","2024","Contratación régimen especial","2","2325969551.95"
"Cerinza","2023","Mínima cuantía","6","109205188"
"Siachoque","2026","Contratación régimen especial (con ofertas)","5","2642711410.43"
"Moniquirá","2024","Mínima cuantía","62","1430614823.8"
"No Definido","2024","Contratación Directa (con ofertas)","2","214291000"
"Pauna","2026","Contratación régimen especial (con ofertas)","3","1133865402.19"
"Chíquiza","2018","Contratación régimen especial (con ofertas)","1","175264098.97"
"Aquitania","2023","Concurso de méritos abierto","3","545486101"
"Miraflores","2022","Contratación régimen especial","6","132071200"
"Cerinza","2023","Contratación directa","11","40181958"
"Soracá","2024","Contratación régimen especial (con ofertas)","8","2751492494.20"
"Ráquira","2025","Contratación directa","46","831997633.8"
"Sogamoso","2024","Contratación régimen especial (con ofertas)","17","17488936060.21"
"Miraflores","2026","Contratación directa","110","2578678375.98"
"San Pablo De Borbur","2025","Licitación pública","1","819145000"
"Villa De Leyva","2022","Concurso de méritos abierto","5","406553978.41"
"Miraflores","2021","Contratación régimen especial (con ofertas)","8","1495621514"
"Boavita","2024","Contratación directa","127","1919996073"
"Toca","2023","Contratación régimen especial","65","957463187"
"Berbeo","2024","Selección Abreviada de Menor Cuantía","4","759315289.89"
"San Pablo De Borbur","2025","Contratación Directa (con ofertas)","2","213158852.14"
"La Uvita","2023","Contratación directa","49","292189552"
"Ramiriquí","2024","Selección Abreviada de Menor Cuantía","14","2951697962.96"
"Maripí","2026","Contratación régimen especial (con ofertas)","6","2829540527.95"
"Santa Rosa De Viterbo","2025","Mínima cuantía","12","422094174"
"Maripí","2024","Selección abreviada subasta inversa","2","441648583"
"Oicatá","2026","Contratación régimen especial (con ofertas)","7","709671613.98"
"Oicatá","2025","Concurso de méritos abierto","1","650000000"
"Socotá","2022","Contratación régimen especial (con ofertas)","9","2009211297.76"
"Pauna","2023","Mínima cuantía","1","42072400"
"Santana","2024","Mínima cuantía","34","638713363.70"
"Coper","2024","Selección Abreviada de Menor Cuantía","5","1051504639.51"
"Moniquirá","2022","Selección Abreviada de Menor Cuantía","2","284297117"
"Pesca","2026","Contratación directa","98","1737346281"
"Duitama","2025","Selección Abreviada de Menor Cuantía","22","8730207154.61"
"No Definido","2021","Mínima cuantía","96","2615480174.47"
"Sora","2024","Selección abreviada subasta inversa","3","418501416.82"
"Nobsa","2020","Contratación régimen especial (con ofertas)","2","220601112"
"Cerinza","2022","Contratación régimen especial (con ofertas)","7","911564485.08"
"Saboyá","2026","Contratación régimen especial (con ofertas)","4","2788475284.42"
"Sáchica","2018","Contratación régimen especial (con ofertas)","5","645569122.62"
"Chivatá","2026","Contratación directa","36","895100630.91"
"Pauna","2024","Contratación régimen especial (con ofertas)","7","1835493453.05"
"Paipa","2023","Contratación directa","110","1268998899.67"
"Guateque","2025","Selección abreviada subasta inversa","9","2354291009.25"
"Jenesano","2019","Contratación régimen especial","2","662487977.98"
"Moniquirá","2019","Contratación directa","1","76271200"
"Firavitoba","2026","Contratación régimen especial (con ofertas)","6","1836810072.97"
"Belén","2022","Contratación régimen especial (con ofertas)","1","197877000"
"Samacá","2022","Contratación directa","17","209656000"
"Santa María","2025","Selección abreviada subasta inversa","5","667118693"
"Campohermoso","2019","Contratación régimen especial (con ofertas)","3","432121410"
"Boyacá","2026","Mínima cuantía","37","1084593682.82"
"Aquitania","2025","Contratación régimen especial (con ofertas)","3","3861215454"
"Macanal","2023","Selección Abreviada de Menor Cuantía","1","229900000"
"Boavita","2026","Mínima cuantía","37","989755206.19"
"Chita","2025","Selección abreviada subasta inversa","3","450000000"
"Puerto Boyacá","2023","Contratación régimen especial (con ofertas)","5","8712798978"
"Maripí","2025","Contratación directa","125","4258001846"
"Tunja","2024","Contratación régimen especial","1279","396458745049.06"
"Socotá","2026","Selección abreviada subasta inversa","4","1446645000"
"Nuevo Colón","2025","Mínima cuantía","36","800279234.72"
"Moniquirá","2026","Contratación directa","212","5088986998.84"
"Maripí","2025","Licitación pública","1","958047000"
"Viracachá","2026","Contratación régimen especial (con ofertas)","2","649991681.98"
"Tuta","2024","Selección Abreviada de Menor Cuantía","9","1763117726.69"
"Oicatá","2020","Contratación régimen especial (con ofertas)","2","93219369"
"San Mateo","2024","Contratación régimen especial","1","9375000"
"Puerto Boyacá","2023","Enajenación de bienes con subasta","3","194716000"
"Sativasur","2025","Mínima cuantía","18","355173733.87"
"Guateque","2025","Mínima cuantía","81","1852852047.69"
"Covarachía","2025","Selección abreviada subasta inversa","3","888989726"
"Saboyá","2018","Contratación régimen especial (con ofertas)","3","605194540"
"Sativanorte","2023","Contratación régimen especial (con ofertas)","8","882684123.90"
"Macanal","2026","Licitación pública Obra Publica","1","8255640735.77"
"Ráquira","2026","Contratación directa","67","1267905622.1"
"Boyacá","2024","Mínima cuantía","61","1354188724.40"
"Puerto Boyacá","2024","Contratación régimen especial (con ofertas)","16","39840656154.43"
"Chita","2024","Contratación Directa (con ofertas)","1","24500000"
"Tunja","2021","Licitación pública Obra Publica","14","57527493991.73"
"Maripí","2023","Mínima cuantía","9","166968360"
"Belén","2024","Licitación pública","1","715978896"
"Sogamoso","2025","Selección Abreviada de Menor Cuantía","22","7013518717.54"
"Santa Rosa De Viterbo","2019","Mínima cuantía","47","483650260"
"Villa De Leyva","2025","Contratación directa","280","10267860289.79"
"Ciénega","2022","Contratación régimen especial (con ofertas)","1","328220424"
"Nobsa","2026","Contratación régimen especial","2","257071645"
"Santa María","2026","Mínima cuantía","33","1106610155.79"
"Páez","2022","Contratación régimen especial (con ofertas)","1","114659400"
"Rondón","2021","Contratación régimen especial","1","76815310"
"Samacá","2023","Mínima cuantía","6","208433945.48"
"Nobsa","2026","Selección Abreviada de Menor Cuantía","5","1232157365"
"Nuevo Colón","2022","Contratación régimen especial","18","247534247"
"Tunja","2026","No Definido","2","44340000"
"Gachantivá","2024","Contratación régimen especial (con ofertas)","4","539983042.59"
"San José De Pare","2024","Contratación régimen especial (con ofertas)","8","912201681.83"
"Monguí","2025","Seleccion Abreviada Menor Cuantia Sin Manifestacion Interes","1","200000000"
"El Cocuy","2026","Selección abreviada subasta inversa","4","565707430"
"Sutamarchán","2026","Mínima cuantía","30","680417905.54"
"Villa De Leyva","2022","Licitación pública","2","813410169"
"Tinjacá","2025","Selección Abreviada de Menor Cuantía","11","1676854271.09"
"Tuta","2023","Licitación pública Obra Publica","1","979577406.41"
"Zetaquira","2025","Contratación régimen especial (con ofertas)","1","542476776"
"Pisba","2024","Selección Abreviada de Menor Cuantía","9","1277737985"
"Nuevo Colón","2024","Selección abreviada subasta inversa","2","123448932"
"San Mateo","2024","Mínima cuantía","32","544902214.64"
"Tunja","2023","Contratación Directa (con ofertas)","187","74498350091.96"
"Zetaquira","2025","Contratación régimen especial","175","2444374841"
"Cucaita","2024","Selección Abreviada de Menor Cuantía","5","673203188"
"Cuítiva","2020","Contratación régimen especial (con ofertas)","2","125639223"
"Motavita","2026","Mínima cuantía","22","363902133.18"
"Covarachía","2026","Contratación régimen especial","4","1737286050"
"El Cocuy","2025","Contratación régimen especial","1","15000000"
"Panqueba","2024","Contratación régimen especial (con ofertas)","5","563428584.55"
"Paya","2024","Selección abreviada subasta inversa","7","1632274077.11"
"Siachoque","2024","Contratación régimen especial (con ofertas)","13","3409255487.66"
"Somondoco","2024","Mínima cuantía","64","1349807048.07"
"Cómbita","2019","Contratación régimen especial","1","266914000"
"San Pablo De Borbur","2024","Selección Abreviada de Menor Cuantía","8","2310455851.22"
"Tinjacá","2026","Contratación régimen especial (con ofertas)","4","1007134485.47"
"Tipacoque","2024","Contratación régimen especial (con ofertas)","2","589611500"
"Chiquinquirá","2025","Mínima cuantía","70","1635996266"
"Boyacá","2022","Selección Abreviada de Menor Cuantía","1","29482789"
"Guateque","2026","Contratación régimen especial (con ofertas)","31","11004334364.6"
"Santa María","2023","Contratación Directa (con ofertas)","1","3378585"
"Tunja","2020","Contratación Directa (con ofertas)","31","5007049264.16"
"Sativasur","2022","Contratación régimen especial (con ofertas)","4","490653372.63"
"Coper","2026","Selección Abreviada de Menor Cuantía","6","1467870386.71"
"Miraflores","2025","Concurso de méritos abierto","1","126056700"
"Chiquinquirá","2026","Contratación régimen especial","14","222786268"
"Villa De Leyva","2022","Contratación régimen especial","2","153549100"
"Rondón","2018","Contratación régimen especial (con ofertas)","1","100207795"
"Ciénega","2021","Contratación régimen especial (con ofertas)","1","153622000"
"Pesca","2019","Contratación régimen especial","2","1014458970"
"Chíquiza","2024","Contratación régimen especial (con ofertas)","1","63248850"
"Berbeo","2024","Selección abreviada subasta inversa","1","52700000"
"Tota","2025","Contratación Directa (con ofertas)","5","1035299841.56"
"Paz De Río","2025","Mínima cuantía","41","736750756.50"
"Boavita","2026","Contratación régimen especial (con ofertas)","1","733367953"
"Tuta","2025","Licitación pública Obra Publica","2","2976716879.14"
"Cucaita","2023","Contratación régimen especial","5","48586086.96"
"Floresta","2026","Contratación directa","56","1136082274"
"Chíquiza","2020","Contratación régimen especial (con ofertas)","2","268068473"
"Villa De Leyva","2024","Contratación régimen especial (con ofertas)","15","5104815556.40"
"Floresta","2024","Contratación régimen especial (con ofertas)","8","1219636450.82"
"Sutamarchán","2024","Contratación Directa (con ofertas)","2","30936000"
"Moniquirá","2025","Contratación régimen especial (con ofertas)","7","5859864550.09"
"Pesca","2024","Concurso de méritos abierto","1","60000000"
"Macanal","2026","Contratación régimen especial (con ofertas)","3","1261982662.47"
"Pauna","2024","Selección Abreviada de Menor Cuantía","6","1229798002.23"
"Chitaraque","2018","Contratación régimen especial","1","243784800"
"No Definido","2020","Mínima cuantía","121","4493947143.9"
"Belén","2023","Mínima cuantía","10","237703598.75"
"La Uvita","2018","Contratación régimen especial (con ofertas)","2","91150000"
"Gameza","2023","Contratación régimen especial (con ofertas)","8","1420838893.24"
